Fecha,Empresa,Tipo,Número Desde,Neto Gravado,Neto No Gravado,Op. Exentas,IVA,Neto,Imp. Total,Mes,Razon Social
17/02/2025,Fadecco S. A.,Facturas A,12365,1887426,0,0,396360,1887426,2323422,2025-02,Liftvan International
17/02/2025,Mazurkiewich Ramon Daniel,Facturas A,2456,1130000,0,0,237300,1130000,1367300,2025-02,Liftvan International
17/02/2025,Barzola Francisco Alejandro,Facturas A,4238,804045,0,0,168849,804045,972894,2025-02,Liftvan International
17/02/2025,Espina Norma Adriana,Facturas C,661,0,900000,0,0,900000,900000,2025-02,Liftvan International
18/02/2025,Urresti Joaquin Esteban,Facturas A,8665,24645,26010,0,5175,50655,55830,2025-02,Liftvan International
18/02/2025,Deposito Avellaneda Sur S.A.,Facturas A,24563,2457284,0,0,516030,2457284,2973313,2025-02,Liftvan International
18/02/2025,"Juan Manuel Bailez,Andres Anasal Y Matias Elorz S.R.L",Facturas A,7493,34214,0,0,7185,34214,41399,2025-02,Liftvan International
18/02/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1173479,0,0,336168,0,336168,336168,2025-02,Liftvan International
18/02/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1173505,0,0,1107162,0,1107162,1107162,2025-02,Liftvan International
18/02/2025,Consulmay S.A.,Facturas A,167,350000,0,0,73500,350000,423500,2025-02,Liftvan International
19/02/2025,Deposito Avellaneda Sur S.A.,Facturas A,24570,2100198,0,0,441042,2100198,2541240,2025-02,Liftvan International
19/02/2025,Deposito Avellaneda Sur S.A.,Facturas A,24575,1803014,0,0,378633,1803014,2181647,2025-02,Liftvan International
19/02/2025,Repser S.R.L.,Facturas A,17787,17758,0,0,3729,17758,21487,2025-02,Liftvan International
19/02/2025,Star Shipping Argentina Sociedad Anonima,Facturas A,181966,381300,0,0,80073,381300,461373,2025-02,Liftvan International
19/02/2025,Star Shipping Argentina Sociedad Anonima,Facturas A,181967,0,1334550,0,0,1334550,1334550,2025-02,Liftvan International
19/02/2025,Administrative Processing Center Sa S. A.,Facturas A,147060,24645,0,0,5175,24645,29820,2025-02,Liftvan International
19/02/2025,Corrugar S.A.,Facturas A,5502,1772100,0,0,372141,1772100,2144241,2025-02,Liftvan International
19/02/2025,Deposito Avellaneda Sur S.A.,Facturas A,24574,1494622,0,0,313871,1494622,1808493,2025-02,Liftvan International
19/02/2025,Terminal 7 S A,Facturas A,26102,75000,0,0,15750,75000,90750,2025-02,Liftvan International
19/02/2025,Consulmay S.A.,Facturas A,168,350000,0,0,73500,350000,423500,2025-02,Liftvan International
19/02/2025,Terminal 4  S A,Facturas A,365170,401388,0,0,84291,401388,499728,2025-02,Liftvan International
19/02/2025,Terminales Rio De La Plata Sociedad Anonima,Facturas A,37587,493103,0,0,103584,493103,621504,2025-02,Liftvan International
19/02/2025,Deposito Avellaneda Sur S.A.,Notas De Credito A,1950,-2961400,0,0,-621894,-2961400,-3583294,2025-02,Liftvan International
20/02/2025,Star Shipping Argentina Sociedad Anonima,Facturas A,182034,0,4151250,0,0,4151250,4151250,2025-02,Liftvan International
20/02/2025,Administrative Processing Center Sa S. A.,Facturas A,147192,7041,0,0,1479,7041,8520,2025-02,Liftvan International
20/02/2025,Aeropuertos Argentina 2000 S A,Facturas A,15251,164008,0,0,34528,164008,199615,2025-02,Liftvan International
20/02/2025,Osde Organizacion De Servicios Directos Empresarios,Facturas A,192821,2527705,0,0,265409,2527705,2846196,2025-02,Liftvan International
20/02/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1174131,0,0,123018,0,123018,123018,2025-02,Liftvan International
20/02/2025,Corredores Viales Sociedad Anonima,Facturas A,2299158,34943,0,0,7338,34943,43015,2025-02,Liftvan International
20/02/2025,Asin Jorge Alfredo,Facturas A,267,6200000,0,0,1302000,6200000,7502000,2025-02,Liftvan International
20/02/2025,Two  Libreria Srl,Facturas A,324,81198,0,0,17052,81198,98250,2025-02,Liftvan International
20/02/2025,Sucesion De Ursic Boris Rodolfo,Facturas A,11438,82645,0,0,17355,82645,100000,2025-02,Liftvan International
20/02/2025,Sucesion De Ursic Boris Rodolfo,Facturas A,11437,148760,0,0,31240,148760,180000,2025-02,Liftvan International
20/02/2025,Coordinacion Ecologica Area Metropolitana Sociedad Del Estado,Notas De Debito A,45891,2327,0,0,489,2327,2885,2025-02,Liftvan International
20/02/2025,Jara Valentin Alberto,Facturas C,233,0,370000,0,0,370000,370000,2025-02,Liftvan International
20/02/2025,Leiria Carlos Alberto,Facturas C,165,0,1106000,0,0,1106000,1106000,2025-02,Liftvan International
20/02/2025,Leiria Carlos Alberto,Facturas C,166,0,377000,0,0,377000,377000,2025-02,Liftvan International
20/02/2025,Rodriguez Oscar Alejandro,Facturas M,35,950000,0,0,199500,950000,1149500,2025-02,Liftvan International
21/02/2025,Asin Jorge Alfredo,Facturas A,268,7000000,0,0,1470000,7000000,8470000,2025-02,Liftvan International
21/02/2025,Sucesion De Ursic Boris Rodolfo,Facturas A,11445,148760,0,0,31240,148760,180000,2025-02,Liftvan International
21/02/2025,Terminal 4  S A,Facturas A,592750,3345135,0,0,702478,3345135,4164529,2025-02,Liftvan International
21/02/2025,Terminal 4  S A,Facturas A,593015,216962,0,0,45562,216962,270117,2025-02,Liftvan International
22/02/2025,Acj S A,Facturas A,4191,38017,0,0,7983,38017,46000,2025-02,Liftvan International
23/02/2025,Autopistas Urbanas S A,Facturas A,1238996,146678,0,0,30802,146678,197282,2025-02,Liftvan International
24/02/2025,Edenred Argentina Sociedad Anonima,Facturas A,985913,121629,0,0,25542,121629,150650,2025-02,Liftvan International
24/02/2025,Urresti Joaquin Esteban,Facturas A,8755,24645,5080,0,5175,29725,34900,2025-02,Liftvan International
24/02/2025,Gemez Sa,Facturas A,182355,1907073,0,0,400485,1907073,2347607,2025-02,Liftvan International
24/02/2025,Telecom Argentina Sociedad Anonima,Facturas A,8913955,555446,0,0,118637,555446,693985,2025-02,Liftvan International
24/02/2025,L A R M Argentina Sociedad Anonima,Facturas A,5232,840312,0,0,176126,840312,1016438,2025-02,Liftvan International
24/02/2025,L A R M Argentina Sociedad Anonima,Facturas A,5233,3383,33829,0,710,37212,37922,2025-02,Liftvan International
24/02/2025,Terminal 4  S A,Facturas A,593153,14108497,0,0,2962784,14108497,17545429,2025-02,Liftvan International
25/02/2025,Murchison S A Estibajes Y Cargas Industrial Y Comercial,Facturas A,98085,557025,0,0,116975,557025,702409,2025-02,Liftvan International
25/02/2025,Deposito Avellaneda Sur S.A.,Facturas A,24641,2712321,0,0,569587,2712321,3281909,2025-02,Liftvan International
25/02/2025,Deposito Avellaneda Sur S.A.,Facturas A,24636,3050534,0,0,640612,3050534,3691146,2025-02,Liftvan International
25/02/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1175677,0,0,339480,0,339480,339480,2025-02,Liftvan International
25/02/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1175749,0,0,651900,0,651900,651900,2025-02,Liftvan International
25/02/2025,Barzola Francisco Alejandro,Facturas A,4246,627933,0,0,131866,627933,759799,2025-02,Liftvan International
25/02/2025,Terminal 4  S A,Facturas A,593670,2184879,0,0,458825,2184879,2720031,2025-02,Liftvan International
25/02/2025,Exolgan Sociedad Anonima,Facturas A,321444,335171,0,0,70386,335171,422651,2025-02,Liftvan International
26/02/2025,Urresti Joaquin Esteban,Facturas A,8815,24679,24468,0,5183,49147,54330,2025-02,Liftvan International
26/02/2025,Novita Repuestos S A,Facturas A,48212,93914,0,0,19722,93914,113636,2025-02,Liftvan International
26/02/2025,Star Shipping Argentina Sociedad Anonima,Facturas A,182648,291400,0,0,61194,291400,352594,2025-02,Liftvan International
26/02/2025,Administrative Processing Center Sa S. A.,Facturas A,147773,24645,0,0,5175,24645,29820,2025-02,Liftvan International
26/02/2025,Gonzalez Sebastian Enrique,Facturas A,15,140000,0,0,29400,140000,169400,2025-02,Liftvan International
26/02/2025,Sucesion De Ursic Boris Rodolfo,Facturas A,11452,82645,0,0,17355,82645,100000,2025-02,Liftvan International
26/02/2025,Sucesion De Ursic Boris Rodolfo,Facturas A,11453,82645,0,0,17355,82645,100000,2025-02,Liftvan International
26/02/2025,Jara Valentin Alberto,Facturas C,424,0,150000,0,0,150000,150000,2025-02,Liftvan International
26/02/2025,Jara Valentin Alberto,Facturas C,235,0,50000,0,0,50000,50000,2025-02,Liftvan International
26/02/2025,Jara Valentin Alberto,Notas De Credito C,2,0,0,0,0,0,-50000,2025-02,Liftvan International
27/02/2025,Star Shipping Argentina Sociedad Anonima,Facturas A,182676,0,558000,0,0,558000,558000,2025-02,Liftvan International
27/02/2025,Administrative Processing Center Sa S. A.,Facturas A,147858,7041,0,0,1479,7041,8520,2025-02,Liftvan International
27/02/2025,Aeropuertos Argentina 2000 S A,Facturas A,15441,138368,0,0,29187,138368,167555,2025-02,Liftvan International
27/02/2025,Aurelia S A C I Y F,Facturas A,223364,177309,0,0,37235,177309,218267,2025-02,Liftvan International
27/02/2025,Alfema Sociedad De Responsabilidad Limitada,Facturas A,2108,0,0,1976400,0,1976400,1976400,2025-02,Liftvan International
27/02/2025,Urresti Joaquin Esteban,Facturas A,8847,31174,4280,0,6546,35454,42000,2025-02,Liftvan International
27/02/2025,Balboa Gawrys Ana Maria,Facturas A,106,49586,0,0,10413,49586,59999,2025-02,Liftvan International
27/02/2025,Rodriguez Oscar Alejandro,Facturas A,366,2188600,0,0,459606,2188600,2648206,2025-02,Liftvan International
27/02/2025,Terminales Rio De La Plata Sociedad Anonima,Facturas A,1853,194580,0,0,41078,194580,245387,2025-02,Liftvan International
27/02/2025,Leiria Carlos Alberto,Facturas C,171,0,1095000,0,0,1095000,1095000,2025-02,Liftvan International
27/02/2025,Leiria Carlos Alberto,Facturas C,172,0,1446000,0,0,1446000,1446000,2025-02,Liftvan International
28/02/2025,Star Shipping Argentina Sociedad Anonima,Facturas A,182875,0,923790,0,0,923790,923790,2025-02,Liftvan International
28/02/2025,Administrative Processing Center Sa S. A.,Facturas A,147989,7041,0,0,1479,7041,8520,2025-02,Liftvan International
28/02/2025,Caminos Del Rio Uruguay S A De Construcciones Y Concesiones Viales,Facturas A,1734435,5267,0,0,1106,5267,6484,2025-02,Liftvan International
28/02/2025,Corredores Viales Sociedad Anonima,Facturas A,8374303,8320,0,0,1747,8320,10242,2025-02,Liftvan International
28/02/2025,Corredores Viales Sociedad Anonima,Facturas A,8397084,19760,0,0,4150,19760,24324,2025-02,Liftvan International
28/02/2025,Caminos Del Rio Uruguay S A De Construcciones Y Concesiones Viales,Facturas A,1753666,2155,0,0,452,2155,2618,2025-02,Liftvan International
28/02/2025,Rosmino Y Cia  Sa,Facturas A,413971,113719,0,0,23881,113719,139988,2025-02,Liftvan International
28/02/2025,Edenred Argentina Sociedad Anonima,Facturas A,988324,638878,0,0,134164,638878,791315,2025-02,Liftvan International
28/02/2025,Autopistas Urbanas S A,Facturas A,1251349,178766,0,0,37541,178766,240440,2025-02,Liftvan International
28/02/2025,Autopistas De Buenos Aires (Aubasa) Sa S. A.,Facturas A,4180138,202960,0,0,42622,202960,255933,2025-02,Liftvan International
28/02/2025,Coordinacion Ecologica Area Metropolitana Sociedad Del Estado,Facturas A,4105372,95848,0,0,20128,95848,120385,2025-02,Liftvan International
28/02/2025,Deposito Avellaneda Sur S.A.,Facturas A,24698,2008332,0,0,421750,2008332,2430081,2025-02,Liftvan International
28/02/2025,Deposito Avellaneda Sur S.A.,Facturas A,24703,2589050,0,0,543700,2589050,3132750,2025-02,Liftvan International
28/02/2025,Gonzalez Sebastian Enrique,Facturas A,17,140000,0,0,29400,140000,169400,2025-02,Liftvan International
28/02/2025,Grimm Juan Miguel,Facturas A,822,144000,0,0,30240,144000,174240,2025-02,Liftvan International
28/02/2025,Sucesion De Ursic Boris Rodolfo,Facturas A,11484,49587,0,0,10413,49587,60000,2025-02,Liftvan International
28/02/2025,Sucesion De Ursic Boris Rodolfo,Facturas A,11485,49587,0,0,10413,49587,60000,2025-02,Liftvan International
28/02/2025,Exolgan Sociedad Anonima,Facturas A,315256,559395,0,0,117473,559395,705397,2025-02,Liftvan International
28/02/2025,Exolgan Sociedad Anonima,Facturas A,315358,558183,0,0,117218,558183,703869,2025-02,Liftvan International
28/02/2025,Jara Valentin Alberto,Facturas C,426,0,180000,0,0,180000,180000,2025-02,Liftvan International
28/02/2025,Martinez Eriberto Omar,Facturas C,12,0,600000,0,0,600000,600000,2025-02,Liftvan International
28/02/2025,Sorianello Vanesa Silvana,Facturas C,198,0,480000,0,0,480000,480000,2025-02,Liftvan International
28/02/2025,Ballester Molina Maria Laura,Facturas C,58,0,265362,0,0,265362,265362,2025-02,Liftvan International
28/02/2025,Espina Norma Adriana,Facturas C,664,0,1000000,0,0,1000000,1000000,2025-02,Liftvan International
01/03/2025,Soda Tejeda S R L,Facturas A,9565,255372,0,0,53628,255372,309000,2025-03,Liftvan International
01/03/2025,Grupo Concesionario Del Oeste Sa,Facturas A,5932305,31431,0,0,6600,31431,38691,2025-03,Liftvan International
01/03/2025,Autopistas Del Sol S A,Facturas A,6829771,152415,0,4572,32007,156987,192196,2025-03,Liftvan International
01/03/2025,A.M.Mensajeria Srl,Facturas A,14656,1108555,0,0,232797,1108555,1341351,2025-03,Liftvan International
01/03/2025,A.M.Mensajeria Srl,Facturas A,14657,1108555,0,0,232797,1108555,1341351,2025-03,Liftvan International
01/03/2025,A.M.Mensajeria Srl,Notas De Credito A,1206,-1108555,0,0,-232797,-1108555,-1341351,2025-03,Liftvan International
01/03/2025,Burgos Hugo Gabriel,Facturas C,1361,0,19982,0,0,19982,19982,2025-03,Liftvan International
01/03/2025,Burgos Hugo Gabriel,Facturas C,1362,0,346519,0,0,346519,346519,2025-03,Liftvan International
04/03/2025,Beraldi Ricardo Tomas,Facturas A,678,1780000,0,0,373800,1780000,2153800,2025-03,Liftvan International
04/03/2025,Beraldi Ricardo Tomas,Facturas A,679,2400000,0,0,504000,2400000,2904000,2025-03,Liftvan International
04/03/2025,Odriozola Nelson Matias,Facturas C,166,0,650000,0,0,650000,650000,2025-03,Liftvan International
05/03/2025,Aseguradora De Creditos Y Garantias S A,Facturas A,2129802,60705,1065,0,12780,61770,76680,2025-03,Liftvan International
05/03/2025,Aseguradora De Creditos Y Garantias S A,Facturas A,2131656,72420,1065,0,14910,73485,91590,2025-03,Liftvan International
05/03/2025,Asmel Sa,Facturas A,99034,78513,0,0,16488,78513,95001,2025-03,Liftvan International
05/03/2025,Cavodeassi Gaston Diego,Facturas A,7670,873332,0,0,183400,873332,1056732,2025-03,Liftvan International
05/03/2025,Cavodeassi Gaston Diego,Facturas A,7675,177591,0,0,37294,177591,214885,2025-03,Liftvan International
05/03/2025,Cavodeassi Gaston Diego,Facturas A,7683,921825,0,0,193583,921825,1115408,2025-03,Liftvan International
05/03/2025,Prodexpo Internacional Srl,Facturas A,55726,216850,5366,0,45538,222216,272308,2025-03,Liftvan International
05/03/2025,Sucesion De Ursic Boris Rodolfo,Facturas A,11491,132231,0,0,27769,132231,160000,2025-03,Liftvan International
05/03/2025,Sucesion De Ursic Boris Rodolfo,Facturas A,11492,82645,0,0,17355,82645,100000,2025-03,Liftvan International
05/03/2025,Solfeal S.A.S.,Facturas A,96,1506000,0,0,316260,1506000,1822260,2025-03,Liftvan International
05/03/2025,Asociacion Argentina De Agentes De Carga Internacional,Facturas C,30393,0,71737,0,0,71737,71737,2025-03,Liftvan International
05/03/2025,Ronconi Juan Ignacio,Facturas C,428,0,364000,0,0,364000,364000,2025-03,Liftvan International
05/03/2025,Rizzotto Roque Omar,Facturas C,66,0,676339,0,0,676339,676339,2025-03,Liftvan International
05/03/2025,Lastra Facundo Martin,Facturas C,42,0,90000,0,0,90000,90000,2025-03,Liftvan International
06/03/2025,Wisetech Global (Argentina) S.A.U.,Facturas A,14825,553713,0,0,116280,553713,669993,2025-03,Liftvan International
06/03/2025,Urresti Joaquin Esteban,Facturas A,8904,49289,10160,0,10351,59449,69800,2025-03,Liftvan International
06/03/2025,Deposito Avellaneda Sur S.A.,Facturas A,24744,1477919,0,0,310363,1477919,1788282,2025-03,Liftvan International
06/03/2025,Meriti Srl,Facturas A,37773,456963,0,0,95962,456963,560237,2025-03,Liftvan International
06/03/2025,Terminal 4  S A,Facturas A,596679,3130084,0,0,657318,3130084,3896450,2025-03,Liftvan International
06/03/2025,Terminal 4  S A,Facturas A,596657,1997757,0,0,419529,1997757,2486826,2025-03,Liftvan International
06/03/2025,Cosco Shipping Lines ( Argentina ) Sa,Facturas A,9068,0,0,344400,0,344400,344400,2025-03,Liftvan International
06/03/2025,Passerini Jorge Enrique,Facturas C,66,0,1000000,0,0,1000000,1000000,2025-03,Liftvan International
06/03/2025,Leiria Carlos Alberto,Facturas C,173,0,1017000,0,0,1017000,1017000,2025-03,Liftvan International
06/03/2025,Humeniuk Emanuel,Facturas C,23,0,70000,0,0,70000,70000,2025-03,Liftvan International
06/03/2025,Leiria Carlos Alberto,Facturas C,174,0,1017000,0,0,1017000,1017000,2025-03,Liftvan International
06/03/2025,Leiria Carlos Alberto,Facturas C,175,0,582000,0,0,582000,582000,2025-03,Liftvan International
07/03/2025,Aeropuertos Argentina 2000 S A,Facturas A,15671,139836,0,0,29268,139836,170188,2025-03,Liftvan International
07/03/2025,Star Shipping Argentina Sociedad Anonima,Facturas A,183398,0,466875,0,0,466875,466875,2025-03,Liftvan International
07/03/2025,Administrative Processing Center Sa S. A.,Facturas A,148631,7745,0,0,1626,7745,9371,2025-03,Liftvan International
07/03/2025,Mis Genios S.R.L.,Facturas A,3076,479659,0,0,100728,479659,580387,2025-03,Liftvan International
07/03/2025,Ocean Network Express Argentina S. A.,Facturas A,244941,0,38880,0,0,38880,38880,2025-03,Liftvan International
07/03/2025,Administrative Processing Center Sa S. A.,Facturas A,148683,27108,0,0,5693,27108,32800,2025-03,Liftvan International
07/03/2025,Autres  S.R.L.,Facturas A,1825,1913940,0,0,401450,1913940,2315390,2025-03,Liftvan International
07/03/2025,Neumaticos Corral S.A.,Facturas A,163,1522371,0,0,319698,1522371,1931992,2025-03,Liftvan International
07/03/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1178688,63150,0,0,12630,63150,77043,2025-03,Liftvan International
07/03/2025,Telmex Argentina Sa,Facturas A,284921,831723,0,0,181389,831723,1026420,2025-03,Liftvan International
07/03/2025,Ceviara S R L,Facturas A,102973,301661,0,4990,63349,306651,370000,2025-03,Liftvan International
07/03/2025,Deposito Avellaneda Sur S.A.,Facturas A,24769,206612,0,0,43388,206612,250000,2025-03,Liftvan International
07/03/2025,N Y O Soft S.R.L.,Facturas A,3732,72717,0,0,15271,72717,87988,2025-03,Liftvan International
07/03/2025,El Marques S A,Facturas A,235,5422500,0,0,1138725,5422500,6561225,2025-03,Liftvan International
07/03/2025,Terminal 4  S A,Facturas A,597650,387166,0,0,81305,387166,482022,2025-03,Liftvan International
07/03/2025,Terminal 4  S A,Facturas A,597651,4240070,0,0,890415,4240070,5278721,2025-03,Liftvan International
07/03/2025,Terminales Rio De La Plata Sociedad Anonima,Facturas A,42727,673164,0,0,140920,673164,847688,2025-03,Liftvan International
07/03/2025,Terminales Rio De La Plata Sociedad Anonima,Facturas A,42728,1374512,0,0,288344,1374512,1732232,2025-03,Liftvan International
07/03/2025,Autopista Provincial Ap 01 Brigadier General Estanislao Lopez Fideicomiso,Facturas C,461226,0,8960,0,0,8960,8960,2025-03,Liftvan International
07/03/2025,Pochat Alurralde Juan Manuel,Facturas C,256,0,372400,0,0,372400,372400,2025-03,Liftvan International
08/03/2025,Autopistas Urbanas S A,Facturas A,1267979,47033,0,0,9877,47033,63259,2025-03,Liftvan International
08/03/2025,Amx Argentina Sociedad Anonima,Facturas A,122734,294715,0,0,70021,294715,385424,2025-03,Liftvan International
10/03/2025,Chiemese S.A.,Facturas A,52050,260070,0,5366,54615,265436,324212,2025-03,Liftvan International
10/03/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1179101,0,0,828528,0,828528,828528,2025-03,Liftvan International
10/03/2025,Huxley S.A.,Facturas A,32464,97740,0,0,20525,97740,118265,2025-03,Liftvan International
10/03/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1179432,0,0,12420,0,12420,12420,2025-03,Liftvan International
10/03/2025,Deposito Avellaneda Sur S.A.,Facturas A,24787,1321212,0,0,277455,1321212,1598667,2025-03,Liftvan International
10/03/2025,Deposito Avellaneda Sur S.A.,Facturas A,24783,37440,0,0,7862,37440,45302,2025-03,Liftvan International
10/03/2025,Deposito Avellaneda Sur S.A.,Facturas A,24790,3299907,0,0,692980,3299907,3992888,2025-03,Liftvan International
10/03/2025,Deposito Avellaneda Sur S.A.,Facturas A,24784,1342232,0,0,281869,1342232,1624101,2025-03,Liftvan International
10/03/2025,Deposito Avellaneda Sur S.A.,Facturas A,24785,2365027,0,0,496656,2365027,2861683,2025-03,Liftvan International
10/03/2025,Deposito Avellaneda Sur S.A.,Facturas A,24786,627689,0,0,131815,627689,759504,2025-03,Liftvan International
10/03/2025,Deposito Avellaneda Sur S.A.,Facturas A,24789,704132,0,0,147868,704132,852000,2025-03,Liftvan International
10/03/2025,Gonzalez Sebastian Enrique,Facturas A,18,380000,0,0,79800,380000,459800,2025-03,Liftvan International
11/03/2025,Edenred Argentina Sociedad Anonima,Facturas A,991540,314054,0,0,65951,314054,388988,2025-03,Liftvan International
11/03/2025,Chiemese S.A.,Facturas A,52056,260700,0,5366,54747,266066,324984,2025-03,Liftvan International
11/03/2025,Chiemese S.A.,Facturas A,52057,260700,0,5366,54747,266066,324984,2025-03,Liftvan International
11/03/2025,Murchison S A Estibajes Y Cargas Industrial Y Comercial,Facturas A,98208,559650,0,0,117526,559650,705719,2025-03,Liftvan International
11/03/2025,Telefonica Moviles Argentina Sociedad Anonima,Facturas A,764022,63325,0,0,17098,63325,86669,2025-03,Liftvan International
11/03/2025,Mazurkiewich Ramon Daniel,Facturas A,2482,1670000,0,0,350700,1670000,2020700,2025-03,Liftvan International
11/03/2025,Martinuzzi Pedro Renato,Facturas A,178,50000,0,0,10500,50000,60500,2025-03,Liftvan International
11/03/2025,Beraldi Ricardo Tomas,Facturas A,693,825000,0,0,173250,825000,998250,2025-03,Liftvan International
11/03/2025,Beraldi Ricardo Tomas,Facturas A,694,1100000,0,0,231000,1100000,1331000,2025-03,Liftvan International
11/03/2025,Beraldi Ricardo Tomas,Notas De Credito A,29,-825000,0,0,-173250,-825000,-998250,2025-03,Liftvan International
12/03/2025,Bulonera Torcuato Srl,Facturas A,25321,2488,0,0,522,2488,3010,2025-03,Liftvan International
12/03/2025,Ercoli Mario Fernando,Facturas A,1948,24000,0,0,5040,24000,29040,2025-03,Liftvan International
12/03/2025,Star Shipping Argentina Sociedad Anonima,Facturas A,183854,0,94725,0,0,94725,94725,2025-03,Liftvan International
12/03/2025,Administrative Processing Center Sa S. A.,Facturas A,149220,7745,0,0,1626,7745,9371,2025-03,Liftvan International
12/03/2025,Maritime Services Line Argentina  Sa,Facturas A,234324,182490,0,38019,38323,220509,262655,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276840,14812,0,0,3111,14812,18234,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276841,52942,0,0,11118,52942,65172,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276842,58952,0,0,12380,58952,72570,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276843,61211,0,0,12854,61211,75351,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276844,61211,0,0,12854,61211,75351,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276845,50421,0,0,10588,50421,62068,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276846,61211,0,0,12854,61211,75351,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276847,49787,0,0,10455,49787,61288,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276848,56322,0,0,11828,56322,69333,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276849,57159,0,0,12003,57159,70363,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276850,57159,0,0,12003,57159,70363,2025-03,Liftvan International
12/03/2025,Prosegur Activa Argentina Sa,Facturas A,1276851,56760,0,0,11920,56760,69871,2025-03,Liftvan International
12/03/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1180008,0,0,212330,0,212330,212330,2025-03,Liftvan International
12/03/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1180009,0,0,212330,0,212330,212330,2025-03,Liftvan International
12/03/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1180010,0,0,212330,0,212330,212330,2025-03,Liftvan International
12/03/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1180141,0,0,424660,0,424660,424660,2025-03,Liftvan International
12/03/2025,Deposito Avellaneda Sur S.A.,Facturas A,24827,1727724,0,0,362822,1727724,2090546,2025-03,Liftvan International
12/03/2025,Barzola Francisco Alejandro,Facturas A,4266,804045,0,0,168849,804045,972894,2025-03,Liftvan International
12/03/2025,Terminal 4  S A,Facturas A,598170,8675336,0,0,1821820,8675336,10799047,2025-03,Liftvan International
12/03/2025,Faulin Lucio Antonio,Facturas C,185,0,360000,0,0,360000,360000,2025-03,Liftvan International
13/03/2025,Bahia Blanca Srl,Facturas A,13954,26860,0,0,5640,26860,32500,2025-03,Liftvan International
13/03/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1180285,62450,0,0,12490,62450,76189,2025-03,Liftvan International
13/03/2025,Bahia Blanca Srl,Facturas A,13961,2975,0,0,625,2975,3600,2025-03,Liftvan International
13/03/2025,Hapag-Lloyd Argentina S.R.L,Facturas A,1180355,0,0,424660,0,424660,424660,2025-03,Liftvan International
13/03/2025,Rodriguez Oscar Alejandro,Facturas A,372,968000,0,0,203280,968000,1171280,2025-03,Liftvan International
13/03/2025,Antognini Enrique Fabian,Facturas A,568,6000000,0,0,1260000,6000000,7260000,2025-03,Liftvan International
13/03/2025,Terminales Rio De La Plata Sociedad Anonima,Facturas A,44301,1226094,0,0,257382,1226094,1544292,2025-03,Liftvan International
13/03/2025,Leiria Carlos Alberto,Facturas C,180,0,80000,0,0,80000,80000,2025-03,Liftvan International
13/03/2025,Flores Bertin German Pedro Antonio,Facturas C,321,0,59000,0,0,59000,59000,2025-03,Liftvan International
13/03/2025,Leiria Carlos Alberto,Facturas C,181,0,80000,0,0,80000,80000,2025-03,Liftvan International
13/03/2025,Leiria Carlos Alberto,Facturas C,177,0,734000,0,0,734000,734000,2025-03,Liftvan International
13/03/2025,Leiria Carlos Alberto,Facturas C,179,0,80000,0,0,80000,80000,2025-03,Liftvan International
14/03/2025,Corredores Viales Sociedad Anonima,Facturas A,8437416,9360,0,0,1966,9360,11522,2025-03,Liftvan International
14/03/2025,Acj S A,Facturas A,4238,67769,0,0,14231,67769,83084,2025-03,Liftvan International
14/03/2025,Corredores Viales Sociedad Anonima,Facturas A,8539830,24960,0,0,5241,24960,30725,2025-03,Liftvan International
14/03/2025,Corredores Viales Sociedad Anonima,Facturas A,8462432,27039,0,0,5678,27039,33286,2025-03,Liftvan International
14/03/2025,Aeropuertos Argentina 2000 S A,Facturas A,15904,17376,0,0,3258,17376,21720,2025-03,Liftvan International
14/03/2025,Marsicano Mariana De Los Milag,Facturas A,1150,231570,55562,0,48630,287132,335762,2025-03,Liftvan International
14/03/2025,Marsicano Mariana De Los Milag,Facturas A,1151,238550,91414,0,50096,329964,380060,2025-03,Liftvan International
