Fecha,Empresa,Tipo,Número Desde,Neto Gravado,Neto No Gravado,Op. Exentas,IVA,Neto,Imp. Total,Mes,Razon Social
18/08/2025,Acosta Mauro Ismael,Facturas B,555,0,0,666000,0,666000,666000,2025-08,Hermosalta SRL
19/08/2025,Utradial Srl,Facturas B,556,0,0,358177,0,358177,358177,2025-08,Hermosalta SRL
20/08/2025,Teran Hanna Nicol,Facturas B,557,0,0,150000,0,150000,150000,2025-08,Hermosalta SRL
21/08/2025,Ibarra Justo Javier,Facturas B,559,0,0,150000,0,150000,150000,2025-08,Hermosalta SRL
21/08/2025,Paludi Armando Pascual,Facturas B,558,0,0,144000,0,144000,144000,2025-08,Hermosalta SRL
26/08/2025,Ibarra Justo Javier,Facturas B,560,0,0,150000,0,150000,150000,2025-08,Hermosalta SRL
27/08/2025,Tarifa Sofia Del Milagro,Facturas B,561,0,0,150000,0,150000,150000,2025-08,Hermosalta SRL
29/08/2025,Domene Emilio,Facturas B,563,0,0,150000,0,150000,150000,2025-08,Hermosalta SRL
29/08/2025,Ibarra Justo Javier,Facturas B,562,0,0,258000,0,258000,258000,2025-08,Hermosalta SRL
30/08/2025,Ibarra Justo Javier,Facturas B,564,0,0,150000,0,150000,150000,2025-08,Hermosalta SRL
01/08/2025,Stine Seed Argentina S.R.L.,Facturas A,37,2017560,0,0,423688,2017560,2441248,2025-08,L A R M Argentina
05/08/2025,Schlumberger Argentina S. A.,Facturas A,5506,152677,0,0,32062,152677,184739,2025-08,L A R M Argentina
05/08/2025,Schlumberger Argentina S. A.,Facturas A,5507,152677,0,0,32062,152677,184739,2025-08,L A R M Argentina
05/08/2025,Schlumberger Argentina S. A.,Facturas A,5508,327471,0,0,68769,327471,396240,2025-08,L A R M Argentina
05/08/2025,Schlumberger Argentina S. A.,Notas De Credito A,530,-152677,0,0,-32062,-152677,-184739,2025-08,L A R M Argentina
05/08/2025,Barrea Ciro Octavio,Facturas B,419,1338843,0,0,281157,1338843,1620000,2025-08,L A R M Argentina
05/08/2025,Ldc Argentina S.A.,Factura De Crédito Electrónica Mipymes (Fce) A,303,1404000,14040000,0,294840,15444000,15738840,2025-08,L A R M Argentina
06/08/2025,Chevron Argentina Sociedad De Responsabilidad Limitada,Facturas A,5510,5090853,0,0,1069079,5090853,6159933,2025-08,L A R M Argentina
06/08/2025,Schlumberger Argentina S. A.,Facturas A,5509,0,959804,0,0,959804,959804,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5522,334132,0,0,70168,334132,404300,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5511,244502,0,0,51345,244502,295847,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5523,254914,0,0,53532,254914,308446,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5512,152677,0,0,32062,152677,184739,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5516,111536,0,0,23423,111536,134959,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5524,30406,0,0,6385,30406,36791,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5513,21440,0,0,4502,21440,25942,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5517,107392,0,0,22552,107392,129944,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5525,163871,0,0,34413,163871,198284,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5518,537794,0,0,112937,537794,650730,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5514,83652,0,0,17567,83652,101219,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5526,148473,0,0,31179,148473,179652,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5519,410701,0,0,86247,410701,496948,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5515,51216,0,0,10755,51216,61972,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5527,16684,0,0,3504,16684,20188,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5520,610000,0,0,128100,610000,738100,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5528,627677,0,0,131812,627677,759489,2025-08,L A R M Argentina
07/08/2025,Schlumberger Argentina S. A.,Facturas A,5521,117871,0,0,24753,117871,142624,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5542,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5534,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5535,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Liftvan International Company S A C,Facturas A,5529,175658,1756579,0,36888,1932237,1969125,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5544,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5536,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5537,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5538,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5543,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5530,908723,0,0,190832,908723,1099555,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5539,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5540,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5531,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Facturas A,5541,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Chevron Argentina Sociedad De Responsabilidad Limitada,Facturas A,5532,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Chevron Argentina Sociedad De Responsabilidad Limitada,Facturas A,5533,673759,0,0,141489,673759,815248,2025-08,L A R M Argentina
11/08/2025,Tecpetrol S A,Notas De Credito A,531,-673759,0,0,-141489,-673759,-815248,2025-08,L A R M Argentina
11/08/2025,Chevron Argentina Sociedad De Responsabilidad Limitada,Notas De Credito A,533,-673759,0,0,-141489,-673759,-815248,2025-08,L A R M Argentina
11/08/2025,Chevron Argentina Sociedad De Responsabilidad Limitada,Notas De Credito A,532,-673759,0,0,-141489,-673759,-815248,2025-08,L A R M Argentina
12/08/2025,Exxonmobil Business Support Center Argentina Srl,Facturas A,5545,192350,0,0,40394,192350,232744,2025-08,L A R M Argentina
12/08/2025,Schlumberger Argentina S. A.,Factura De Crédito Electrónica Mipymes (Fce) A,304,0,4141604,0,0,4141604,4141604,2025-08,L A R M Argentina
14/08/2025,Massalin Particulares S. R. L.,Facturas A,5546,2017575,838500,0,423691,2856075,3279766,2025-08,L A R M Argentina
18/08/2025,Sandro Vinces Reyna,Facturas B,420,131860,8500,0,27691,140360,168051,2025-08,L A R M Argentina
19/08/2025,Schlumberger Argentina S. A.,Facturas A,5547,0,545102,0,0,545102,545102,2025-08,L A R M Argentina
20/08/2025,Liftvan International Company S A C,Facturas A,5548,10000,100000,0,2100,110000,112100,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5563,246914,0,0,51852,246914,298766,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5561,538819,0,0,113152,538819,651972,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5556,152677,0,0,32062,152677,184739,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5549,590025,0,0,123905,590025,713930,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5564,302500,0,0,63525,302500,366025,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5565,410701,0,0,86247,410701,496948,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5562,179014,0,0,37593,179014,216606,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5557,152677,0,0,32062,152677,184739,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5566,627677,0,0,131812,627677,759489,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5552,542871,0,0,114003,542871,656874,2025-08,L A R M Argentina
25/08/2025,Ldc Argentina S.A.,Facturas A,5567,315900,3510000,0,66339,3825900,3892239,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5550,16684,0,0,3504,16684,20188,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5558,295629,0,0,62082,295629,357711,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5553,314871,0,0,66123,314871,380994,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5551,172871,0,0,36303,172871,209174,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5559,489143,0,0,102720,489143,591864,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5554,172871,0,0,36303,172871,209174,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5560,250914,0,0,52692,250914,303606,2025-08,L A R M Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,5555,152677,0,0,32062,152677,184739,2025-08,L A R M Argentina
25/08/2025,Barrea Ciro Octavio,Facturas B,421,1338843,0,0,281157,1338843,1620000,2025-08,L A R M Argentina
26/08/2025,Schlumberger Argentina S. A.,Facturas A,5568,0,829102,0,0,829102,829102,2025-08,L A R M Argentina
28/08/2025,Wintershall Dea Argentina S.A,Facturas A,5569,15730,157000,0,3303,172730,176033,2025-08,L A R M Argentina
29/08/2025,Team Uno Srl,Facturas A,5570,413089,0,0,86749,413089,499837,2025-08,L A R M Argentina
29/08/2025,Massalin Particulares S. R. L.,Facturas A,5571,51462,0,0,10807,51462,62269,2025-08,L A R M Argentina
04/08/2025,Mercovan Argentina S.A.,Facturas A,2985,82000,52940,0,17220,134940,152160,2025-08,Leoni Maria Jose
04/08/2025,Mercovan Argentina S.A.,Facturas A,2986,57000,30490,0,11970,87490,99460,2025-08,Leoni Maria Jose
04/08/2025,Mercovan Argentina S.A.,Facturas A,2987,57000,30490,0,11970,87490,99460,2025-08,Leoni Maria Jose
04/08/2025,Mercovan Argentina S.A.,Facturas A,2988,25000,25430,0,5250,50430,55680,2025-08,Leoni Maria Jose
04/08/2025,Spangenberg Eduardo,Facturas B,1681,123000,53570,0,25830,176570,202400,2025-08,Leoni Maria Jose
05/08/2025,Argenbrokers S.A.,Facturas A,2989,146000,53570,0,30660,199570,230230,2025-08,Leoni Maria Jose
06/08/2025,Fuego Red S. A.,Facturas A,2994,1039000,454304,0,218190,1493304,1711494,2025-08,Leoni Maria Jose
06/08/2025,Secar Security Sur S. A.,Facturas A,2995,1128000,702262,0,236880,1830262,2067142,2025-08,Leoni Maria Jose
06/08/2025,Secar Security Servicios S. A.,Facturas A,2996,1008000,560742,0,211680,1568742,1780422,2025-08,Leoni Maria Jose
06/08/2025,Trailback S.A.,Facturas A,2997,1057000,612559,0,221970,1669559,1891529,2025-08,Leoni Maria Jose
06/08/2025,Secar Security Countries S. A.,Facturas A,2998,1039000,595580,0,218190,1634580,1852770,2025-08,Leoni Maria Jose
06/08/2025,Seguridad Argentina Sa,Facturas A,2999,1169000,759377,0,245490,1928377,2173867,2025-08,Leoni Maria Jose
06/08/2025,Secar Security Buenos Aires S. A.,Facturas A,3000,1066000,634812,0,223860,1700812,1924672,2025-08,Leoni Maria Jose
06/08/2025,Secar Security Argentina S. A.,Facturas A,2990,1927000,1546193,0,404670,3473193,3877863,2025-08,Leoni Maria Jose
06/08/2025,Consultora Videco S. A.,Facturas A,2991,1088000,648611,0,228480,1736611,1965091,2025-08,Leoni Maria Jose
06/08/2025,Vigilan S.A.,Facturas A,2992,1238000,801535,0,259980,2039535,2299515,2025-08,Leoni Maria Jose
06/08/2025,A I P A A Agencia De Investigaciones Privadas Autorizada America Sociedad Anonima,Facturas A,2993,1417000,900090,0,297570,2317090,2614660,2025-08,Leoni Maria Jose
07/08/2025,Deposito Avellaneda Sur S.A.,Facturas A,3001,195000,51450,0,40950,246450,287400,2025-08,Leoni Maria Jose
07/08/2025,Don Luis Esteban S A,Facturas A,3002,150000,32027,0,31500,182027,213527,2025-08,Leoni Maria Jose
07/08/2025,De Royere Gerardo Juan Maria,Facturas B,1682,132000,58830,0,27720,190830,218550,2025-08,Leoni Maria Jose
11/08/2025,Soma S. R. L.,Facturas A,3003,50000,6289,0,10500,56289,66789,2025-08,Leoni Maria Jose
11/08/2025,Conde Diego Rodolfo,Facturas B,1683,314000,137560,0,65940,451560,517500,2025-08,Leoni Maria Jose
13/08/2025,Marsala Andres,Facturas B,1684,56000,171819,0,11760,227819,239579,2025-08,Leoni Maria Jose
20/08/2025,Estancia El Dulce  S A,Facturas A,3004,70000,3919,0,14700,73919,88619,2025-08,Leoni Maria Jose
21/08/2025,Mendilaharzu Javier Alejandro,Facturas B,1685,4036200,1937761,0,847602,5973961,18067500,2025-08,Leoni Maria Jose
21/08/2025,Scaa Hospitality S.L,Facturas B,1686,6581250,2753088,0,1382062,9334338,21962338,2025-08,Leoni Maria Jose
22/08/2025,Scaa Hospitality S.L,Facturas B,1687,6581575,3266460,0,1382065,9848035,22474665,2025-08,Leoni Maria Jose
22/08/2025,Scaa Hospitality S.L,Notas De Credito B,105,-6581250,-2753088,0,-1382062,-9334338,-21962338,2025-08,Leoni Maria Jose
26/08/2025,Bazooka Realty S.R.L.,Facturas A,3007,227000,47219,0,47670,274219,321889,2025-08,Leoni Maria Jose
26/08/2025,Liftvan International Company S A C,Facturas A,3008,157000,77100,0,32970,234100,267070,2025-08,Leoni Maria Jose
26/08/2025,Ledesma Jorge Nicolas,Facturas A,3005,150100,606235,0,31521,756335,4259228,2025-08,Leoni Maria Jose
26/08/2025,Ledesma Jorge Nicolas,Facturas A,3006,142500,1392350,0,29925,1534850,6637775,2025-08,Leoni Maria Jose
27/08/2025,Tresnal Agropecuaria S.A.,Facturas A,3012,35000,6289,0,7350,41289,48639,2025-08,Leoni Maria Jose
27/08/2025,Indave S A,Facturas A,3010,318000,35670,0,66780,353670,420450,2025-08,Leoni Maria Jose
27/08/2025,Naikoa S.A.,Facturas A,3011,44000,5290,0,9240,49290,58530,2025-08,Leoni Maria Jose
27/08/2025,Indave Patagonico Sociedad Anonima,Facturas A,3009,318000,35670,0,66780,353670,420450,2025-08,Leoni Maria Jose
27/08/2025,Indave Patagonico Sociedad Anonima,Notas De Credito A,156,-318000,-35670,0,-66780,-353670,-420450,2025-08,Leoni Maria Jose
27/08/2025,Uruguay,Facturas B,1688,576000,71340,0,120960,647340,768300,2025-08,Leoni Maria Jose
01/08/2025,Natura Cosmeticos  Sa,Facturas A,2541,621000,0,30360,129720,651360,782460,2025-08,Liftvan International
01/08/2025,Natura Cosmeticos  Sa,Facturas A,2542,0,0,211140,0,211140,211140,2025-08,Liftvan International
01/08/2025,Natura Cosmeticos  Sa,Notas De Credito A,318,-542250,0,-184365,-113270,-726615,-841090,2025-08,Liftvan International
01/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,4868,0,0,2405000,0,2405000,2405000,2025-08,Liftvan International
01/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,4866,1309620,0,0,274620,1309620,1584240,2025-08,Liftvan International
01/08/2025,Estados Unidos,Facturas B,4870,0,0,3531420,0,3531420,3531420,2025-08,Liftvan International
01/08/2025,Estados Unidos,Facturas B,4871,0,0,1518000,0,1518000,1518000,2025-08,Liftvan International
01/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,4869,3047040,0,0,640320,3047040,3687360,2025-08,Liftvan International
01/08/2025,Estados Unidos,Facturas B,4873,0,0,6003000,0,6003000,6003000,2025-08,Liftvan International
01/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,4867,0,0,569231,0,569231,569231,2025-08,Liftvan International
01/08/2025,Reino Unido,Facturas B,4872,0,0,9660000,0,9660000,9660000,2025-08,Liftvan International
05/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,4875,0,0,691950,0,691950,691950,2025-08,Liftvan International
05/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,4874,274000,0,0,57540,274000,331540,2025-08,Liftvan International
06/08/2025,Kochian Santiago Andres,Facturas B,4876,0,0,252970,0,252970,252970,2025-08,Liftvan International
06/08/2025,-,Notas De Credito B,333,0,0,-3187864,0,-3187864,-3187864,2025-08,Liftvan International
06/08/2025,Embajada De La Republica Federal De Alemania,Notas De Credito B,334,-97384,0,0,-20720,-97384,-118104,2025-08,Liftvan International
07/08/2025,Estados Unidos,Facturas B,4877,0,0,1698735,0,1698735,1698735,2025-08,Liftvan International
07/08/2025,Estados Unidos,Facturas B,4878,0,0,4761300,0,4761300,4761300,2025-08,Liftvan International
07/08/2025,De Noia Josue Gabriel,Notas De Credito B,335,0,0,-399373,0,-399373,-399373,2025-08,Liftvan International
08/08/2025,Estados Unidos,Facturas B,4880,0,0,11390000,0,11390000,11390000,2025-08,Liftvan International
08/08/2025,Estados Unidos,Facturas B,4879,0,0,18920800,0,18920800,18920800,2025-08,Liftvan International
08/08/2025,Estados Unidos,Notas De Credito B,336,0,0,-804000,0,-804000,-804000,2025-08,Liftvan International
11/08/2025,Muy Mucho S.R.L.,Facturas A,2543,11187300,0,14228430,2349600,25415730,27765330,2025-08,Liftvan International
11/08/2025,Natura Cosmeticos  Sa,Facturas A,2544,175658,0,1765362,36888,1941020,1977908,2025-08,Liftvan International
11/08/2025,Ypf Sociedad Anonima,Factura De Crédito Electrónica Mipymes (Fce) A,488,134202713,0,671014,28182570,134873727,163056296,2025-08,Liftvan International
11/08/2025,Schlumberger Argentina S. A.,Factura De Crédito Electrónica Mipymes (Fce) A,487,4205250,0,0,883770,4205250,5089020,2025-08,Liftvan International
12/08/2025,Estados Unidos,Facturas B,4881,0,0,407175,0,407175,407175,2025-08,Liftvan International
13/08/2025,Natura Cosmeticos  Sa,Facturas A,2545,2473800,0,123690,520030,2597490,3117520,2025-08,Liftvan International
13/08/2025,Tecplata S.A.,Notas De Debito A,40,113751,0,5688,23888,119439,143327,2025-08,Liftvan International
13/08/2025,Natura Cosmeticos  Sa,Factura De Crédito Electrónica Mipymes (Fce) A,489,0,0,24738000,0,24738000,24738000,2025-08,Liftvan International
13/08/2025,Delivery Hero E-Commerce S. A.,Factura De Crédito Electrónica Mipymes (Fce) A,490,13055280,0,65170,2741130,13120450,15861580,2025-08,Liftvan International
14/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,4883,0,0,4626043,0,4626043,4626043,2025-08,Liftvan International
14/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,4886,0,0,5517319,0,5517319,5517319,2025-08,Liftvan International
14/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,4884,1991475,0,0,418700,1991475,2410175,2025-08,Liftvan International
14/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,4885,1526400,0,0,320650,1526400,1845725,2025-08,Liftvan International
14/08/2025,Luce Maria Florencia,Facturas B,4882,781750,0,0,164300,781750,946050,2025-08,Liftvan International
18/08/2025,Reino Unido,Notas De Credito B,337,0,0,-9660000,0,-9660000,-9660000,2025-08,Liftvan International
19/08/2025,Renault Argentina S.A,Facturas A,2546,591750,0,2630,123610,594380,719305,2025-08,Liftvan International
19/08/2025,Estados Unidos,Facturas B,4887,0,0,14184905,0,14184905,14184905,2025-08,Liftvan International
20/08/2025,Natura Cosmeticos  Sa,Facturas A,2547,10000,0,100000,2100,110000,112100,2025-08,Liftvan International
20/08/2025,Natura Cosmeticos  Sa,Factura De Crédito Electrónica Mipymes (Fce) A,491,16477180,0,5071010,3459710,21548190,25007900,2025-08,Liftvan International
21/08/2025,Nabors International Argentina S.R.L.,Facturas A,2548,3350000,0,0,703500,3350000,4053500,2025-08,Liftvan International
21/08/2025,Tecplata S.A.,Notas De Debito A,41,107425,0,5371,22559,112796,135356,2025-08,Liftvan International
21/08/2025,Vallejos Miguel Angel,Facturas B,4889,22895928,0,0,2404072,22895928,25300000,2025-08,Liftvan International
21/08/2025,Perez Varela Mariano Federico,Facturas B,4888,0,0,892885,0,892885,892885,2025-08,Liftvan International
22/08/2025,Ypf Sociedad Anonima,Facturas A,2549,0,0,3294655,0,3294655,3294655,2025-08,Liftvan International
22/08/2025,Ypf Sociedad Anonima,Facturas A,2550,0,0,3378235,0,3378235,3378235,2025-08,Liftvan International
27/08/2025,Suecia,Facturas B,4890,0,0,3582550,0,3582550,3582550,2025-08,Liftvan International
27/08/2025,Romano Argañaraz Natalia Beatriz,Facturas B,4891,0,0,2339172,0,2339172,2339172,2025-08,Liftvan International
28/08/2025,Nabors International Argentina S.R.L.,Notas De Credito A,319,-3350000,0,0,-703500,-3350000,-4053500,2025-08,Liftvan International
29/08/2025,Robert Bosch Argentina Industrial Sa,Facturas A,2551,470750,0,0,99530,470750,570280,2025-08,Liftvan International
29/08/2025,Robert Bosch Argentina Industrial Sa,Facturas A,2552,470750,0,0,99530,470750,570280,2025-08,Liftvan International
29/08/2025,Bosch Rexroth Saic,Notas De Credito A,320,-377650,0,-19422,-79846,-397072,-475839,2025-08,Liftvan International
29/08/2025,Bosch Rexroth Saic,Notas De Credito A,321,-377650,0,-19422,-79846,-397072,-475839,2025-08,Liftvan International
31/08/2025,Deposito Avellaneda Sur S.A.,Facturas A,2553,13640688,0,682034,2864544,14322722,17187267,2025-08,Liftvan International
04/08/2025,Posco Argentina Sau,Facturas A,2315,320000,0,0,67200,320000,387200,2025-08,Mercovan Argentina
04/08/2025,Durlock Sociedad Anonima,Facturas A,2316,320000,0,0,67200,320000,387200,2025-08,Mercovan Argentina
04/08/2025,Schlumberger Argentina S. A.,Facturas A,2314,320000,0,0,67200,320000,387200,2025-08,Mercovan Argentina
04/08/2025,-,Facturas B,2750,1023000,2062500,0,214500,3085500,3300000,2025-08,Mercovan Argentina
04/08/2025,-,Facturas B,2751,4625500,6228750,0,970750,10854250,11825000,2025-08,Mercovan Argentina
05/08/2025,Samsung Electronics Argentina S A,Facturas A,2317,320000,0,0,67200,320000,387200,2025-08,Mercovan Argentina
05/08/2025,Lg Electronics Argentina S.A.,Facturas A,2318,640000,0,0,134400,640000,774400,2025-08,Mercovan Argentina
06/08/2025,Posco Argentina Sau,Facturas A,2319,830000,0,0,174300,830000,1004300,2025-08,Mercovan Argentina
06/08/2025,-,Facturas B,2752,255000,1188081,0,53550,1443081,1496631,2025-08,Mercovan Argentina
06/08/2025,-,Facturas B,2753,267300,0,0,56700,267300,324000,2025-08,Mercovan Argentina
06/08/2025,-,Facturas B,2754,99174,0,0,20826,99174,120000,2025-08,Mercovan Argentina
07/08/2025,Posco Argentina Sau,Facturas A,2320,320000,0,0,67200,320000,387200,2025-08,Mercovan Argentina
07/08/2025,Fundacion Malba,Facturas A,2321,3149000,0,0,661290,3149000,3810290,2025-08,Mercovan Argentina
12/08/2025,L'Oreal Argentina Sociedad Anonima,Facturas A,2322,400500,0,0,84105,400500,484605,2025-08,Mercovan Argentina
12/08/2025,-,Facturas B,2755,6652305,648810,0,1396410,7301115,8698860,2025-08,Mercovan Argentina
14/08/2025,Comercializadora Online Sa,Facturas A,2323,2730000,0,0,573300,2730000,3303300,2025-08,Mercovan Argentina
14/08/2025,Fundacion Malba,Facturas A,2325,2747000,0,0,576870,2747000,3323870,2025-08,Mercovan Argentina
14/08/2025,Armadora Acrux Sociedad Anonima,Facturas A,2324,1770000,0,0,371700,1770000,2141700,2025-08,Mercovan Argentina
14/08/2025,Fundacion Malba,Notas De Credito A,164,-3149000,0,0,-661290,-3149000,-3810290,2025-08,Mercovan Argentina
14/08/2025,-,Facturas B,2756,2431375,3047500,0,510125,5478875,5989000,2025-08,Mercovan Argentina
14/08/2025,-,Facturas B,2757,4270475,861250,0,897025,5131725,6028750,2025-08,Mercovan Argentina
18/08/2025,Total Austral Sociedad Anonima Sucursal Argentina,Facturas A,2327,335967,0,0,70553,335967,406521,2025-08,Mercovan Argentina
18/08/2025,Total Austral Sociedad Anonima Sucursal Argentina,Facturas A,2326,336967,0,0,70763,336967,407731,2025-08,Mercovan Argentina
18/08/2025,-,Facturas B,2758,974640,655000,0,204360,1629640,1834000,2025-08,Mercovan Argentina
18/08/2025,-,Facturas B,2759,974640,1572000,0,204360,2546640,2751000,2025-08,Mercovan Argentina
18/08/2025,-,Facturas B,2760,974640,1048000,0,204360,2022640,2227000,2025-08,Mercovan Argentina
18/08/2025,-,Facturas B,2761,974640,1310000,0,204360,2284640,2489000,2025-08,Mercovan Argentina
20/08/2025,Schlumberger Argentina S. A.,Facturas A,2328,640000,0,0,134400,640000,774400,2025-08,Mercovan Argentina
20/08/2025,Schlumberger Argentina S. A.,Facturas A,2329,320000,0,0,67200,320000,387200,2025-08,Mercovan Argentina
20/08/2025,-,Facturas B,2762,3163065,895860,0,664244,4058925,4723168,2025-08,Mercovan Argentina
22/08/2025,Desarrollos Sucre Sa,Facturas A,2330,13725000,0,0,2882250,13725000,16607250,2025-08,Mercovan Argentina
25/08/2025,Schlumberger Argentina S. A.,Facturas A,2331,320000,0,0,67200,320000,387200,2025-08,Mercovan Argentina
25/08/2025,Total Austral Sociedad Anonima Sucursal Argentina,Facturas A,2333,335967,0,0,70553,335967,406521,2025-08,Mercovan Argentina
25/08/2025,Total Austral Sociedad Anonima Sucursal Argentina,Facturas A,2334,335967,0,0,70553,335967,406521,2025-08,Mercovan Argentina
25/08/2025,Posco Argentina Sau,Facturas A,2332,320000,0,0,67200,320000,387200,2025-08,Mercovan Argentina
25/08/2025,Samsung Electronics Argentina S A,Facturas A,2335,355000,0,0,74550,355000,429550,2025-08,Mercovan Argentina
25/08/2025,Patagonia Sur S.A.S.,Facturas A,2336,1000000,0,0,210000,1000000,1210000,2025-08,Mercovan Argentina
25/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,2763,790600,0,0,166160,790600,956760,2025-08,Mercovan Argentina
25/08/2025,Embajada De Los Ee Uu De Norteamerica,Facturas B,2764,4253916,739815,0,893322,4993731,5887053,2025-08,Mercovan Argentina
25/08/2025,-,Facturas B,2768,4318820,6834000,0,907180,11152820,12060000,2025-08,Mercovan Argentina
25/08/2025,-,Facturas B,2765,3155700,737000,0,663300,3892700,4556000,2025-08,Mercovan Argentina
25/08/2025,-,Facturas B,2766,996960,2010000,0,209040,3006960,3216000,2025-08,Mercovan Argentina
25/08/2025,-,Facturas B,2767,996960,1072000,0,209040,2068960,2278000,2025-08,Mercovan Argentina
26/08/2025,-,Facturas B,2769,3470210,4041500,0,728840,7511710,8240550,2025-08,Mercovan Argentina
27/08/2025,Posco Argentina Sau,Facturas A,2337,320000,0,0,67200,320000,387200,2025-08,Mercovan Argentina
27/08/2025,Agencia Cordoba Cultura Sociedad Del Estado,Facturas B,2770,6177284,0,0,1297230,6177284,7474513,2025-08,Mercovan Argentina
